# file: dek2anki.csv
# date: 2020-09-17 (YYYY-MM-DD)
# data: 26005
#
Abend; <img src="DEK_VS_steno_svg_-_Abend.svg">; DEK_b
Abendessen; <img src="DEK_VS_steno_svg_-_Abendessen.svg">; DEK_b dessen
Abendmahl; <img src="DEK_VS_steno_svg_-_Abendmahl.svg">; DEK_b
abends; <img src="DEK_VS_steno_svg_-_abends.svg">; DEK_b
Abenteuer; <img src="DEK_VS_steno_svg_-_Abenteuer.svg">; DEK_b
Abenteuer_v2; <img src="DEK_VS_steno_svg_-_Abenteuer_v2.svg">; DEK_b
abenteuerlich; <img src="DEK_VS_steno_svg_-_abenteuerlich.svg">; DEK_b lich
Abenteuerlust; <img src="DEK_VS_steno_svg_-_Abenteuerlust.svg">; DEK_b
Abenteurer; <img src="DEK_VS_steno_svg_-_Abenteurer.svg">; DEK_b
aber; <img src="DEK_VS_steno_svg_-_aber.svg">; DEK_b
aber_es_sind_nicht_Affen; <img src="DEK_VS_steno_svg_-_aber_es_sind_nicht_Affen.svg">; DEK_b sind
Aberglaube; <img src="DEK_VS_steno_svg_-_Aberglaube.svg">; DEK_b
Aberglauben; <img src="DEK_VS_steno_svg_-_Aberglauben.svg">; DEK_b
Abessinien; <img src="DEK_VS_steno_svg_-_Abessinien.svg">; DEK_b
abfahren; <img src="DEK_VS_steno_svg_-_abfahren.svg">; DEK_b
Abfahrt; <img src="DEK_VS_steno_svg_-_Abfahrt.svg">; DEK_b
Abfahrtsplan; <img src="DEK_VS_steno_svg_-_Abfahrtsplan.svg">; DEK_b
Abfall; <img src="DEK_VS_steno_svg_-_Abfall.svg">; DEK_b
abfallen; <img src="DEK_VS_steno_svg_-_abfallen.svg">; DEK_b
Abfalllager; <img src="DEK_VS_steno_svg_-_Abfalllager.svg">; DEK_b
abfassen; <img src="DEK_VS_steno_svg_-_abfassen.svg">; DEK_b
abfedern; <img src="DEK_VS_steno_svg_-_abfedern.svg">; DEK_b
abfertigen; <img src="DEK_VS_steno_svg_-_abfertigen.svg">; DEK_b
Abfertigung; <img src="DEK_VS_steno_svg_-_Abfertigung.svg">; DEK_b
Abfertigungshalle; <img src="DEK_VS_steno_svg_-_Abfertigungshalle.svg">; DEK_b
Abfindung; <img src="DEK_VS_steno_svg_-_Abfindung.svg">; DEK_b
Abflug; <img src="DEK_VS_steno_svg_-_Abflug.svg">; DEK_b
Abfälle; <img src="DEK_VS_steno_svg_-_Abfälle.svg">; DEK_b
abführen; <img src="DEK_VS_steno_svg_-_abführen.svg">; DEK_b
Abgabe; <img src="DEK_VS_steno_svg_-_Abgabe.svg">; DEK_b
Abgaben; <img src="DEK_VS_steno_svg_-_Abgaben.svg">; DEK_b
Abgang; <img src="DEK_VS_steno_svg_-_Abgang.svg">; DEK_b
Abgas; <img src="DEK_VS_steno_svg_-_Abgas.svg">; DEK_b
Abgassystem; <img src="DEK_VS_steno_svg_-_Abgassystem.svg">; DEK_b
abgeben; <img src="DEK_VS_steno_svg_-_abgeben.svg">; DEK_b
abgeblieben; <img src="DEK_VS_steno_svg_-_abgeblieben.svg">; DEK_b
abgeblitzt; <img src="DEK_VS_steno_svg_-_abgeblitzt.svg">; DEK_b
abgebogen; <img src="DEK_VS_steno_svg_-_abgebogen.svg">; DEK_b
abgebrochen; <img src="DEK_VS_steno_svg_-_abgebrochen.svg">; DEK_b br
abgefallen; <img src="DEK_VS_steno_svg_-_abgefallen.svg">; DEK_b
abgefertigt; <img src="DEK_VS_steno_svg_-_abgefertigt.svg">; DEK_b
abgegeben; <img src="DEK_VS_steno_svg_-_abgegeben.svg">; DEK_b
abgeheftet; <img src="DEK_VS_steno_svg_-_abgeheftet.svg">; DEK_b
abgehört; <img src="DEK_VS_steno_svg_-_abgehört.svg">; DEK_b
abgejagt; <img src="DEK_VS_steno_svg_-_abgejagt.svg">; DEK_b
abgeklopft; <img src="DEK_VS_steno_svg_-_abgeklopft.svg">; DEK_b
abgeklärt; <img src="DEK_VS_steno_svg_-_abgeklärt.svg">; DEK_b
abgekommen; <img src="DEK_VS_steno_svg_-_abgekommen.svg">; DEK_b
abgeladen; <img src="DEK_VS_steno_svg_-_abgeladen.svg">; DEK_b
abgelaufen; <img src="DEK_VS_steno_svg_-_abgelaufen.svg">; DEK_b auf
abgelegen; <img src="DEK_VS_steno_svg_-_abgelegen.svg">; DEK_b
abgelegt; <img src="DEK_VS_steno_svg_-_abgelegt.svg">; DEK_b
abgemagert; <img src="DEK_VS_steno_svg_-_abgemagert.svg">; DEK_b
abgemahnt; <img src="DEK_VS_steno_svg_-_abgemahnt.svg">; DEK_b
abgeneigt; <img src="DEK_VS_steno_svg_-_abgeneigt.svg">; DEK_b
abgenickt; <img src="DEK_VS_steno_svg_-_abgenickt.svg">; DEK_b
abgenommen; <img src="DEK_VS_steno_svg_-_abgenommen.svg">; DEK_b
Abgeordnete; <img src="DEK_VS_steno_svg_-_Abgeordnete.svg">; DEK_b
Abgeordneten; <img src="DEK_VS_steno_svg_-_Abgeordneten.svg">; DEK_b
Abgeordneter; <img src="DEK_VS_steno_svg_-_Abgeordneter.svg">; DEK_b
abgepackt; <img src="DEK_VS_steno_svg_-_abgepackt.svg">; DEK_b
abgerieben; <img src="DEK_VS_steno_svg_-_abgerieben.svg">; DEK_b
abgerundet; <img src="DEK_VS_steno_svg_-_abgerundet.svg">; DEK_b
abgerundete; <img src="DEK_VS_steno_svg_-_abgerundete.svg">; DEK_b
abgesagt; <img src="DEK_VS_steno_svg_-_abgesagt.svg">; DEK_b
abgeschabt; <img src="DEK_VS_steno_svg_-_abgeschabt.svg">; DEK_b sch
abgeschafft; <img src="DEK_VS_steno_svg_-_abgeschafft.svg">; DEK_b sch
abgeschickt; <img src="DEK_VS_steno_svg_-_abgeschickt.svg">; DEK_b sch
abgeschweift; <img src="DEK_VS_steno_svg_-_abgeschweift.svg">; DEK_b sch
abgesehen; <img src="DEK_VS_steno_svg_-_abgesehen.svg">; DEK_b
abgesetzt; <img src="DEK_VS_steno_svg_-_abgesetzt.svg">; DEK_b
abgesondert; <img src="DEK_VS_steno_svg_-_abgesondert.svg">; DEK_b sonder
abgespannt; <img src="DEK_VS_steno_svg_-_abgespannt.svg">; DEK_b
abgespielt; <img src="DEK_VS_steno_svg_-_abgespielt.svg">; DEK_b
abgesprochen; <img src="DEK_VS_steno_svg_-_abgesprochen.svg">; DEK_b spr
abgesteckt; <img src="DEK_VS_steno_svg_-_abgesteckt.svg">; DEK_b st
abgestellt; <img src="DEK_VS_steno_svg_-_abgestellt.svg">; DEK_b st
abgestiegen; <img src="DEK_VS_steno_svg_-_abgestiegen.svg">; DEK_b st
abgestoßen; <img src="DEK_VS_steno_svg_-_abgestoßen.svg">; DEK_b st
abgestraft; <img src="DEK_VS_steno_svg_-_abgestraft.svg">; DEK_b str
abgestumpft; <img src="DEK_VS_steno_svg_-_abgestumpft.svg">; DEK_b mpf st
abgetan; <img src="DEK_VS_steno_svg_-_abgetan.svg">; DEK_b
abgetaucht; <img src="DEK_VS_steno_svg_-_abgetaucht.svg">; DEK_b
abgetrocknet; <img src="DEK_VS_steno_svg_-_abgetrocknet.svg">; DEK_b tr
abgewertet; <img src="DEK_VS_steno_svg_-_abgewertet.svg">; DEK_b
abgewickelt; <img src="DEK_VS_steno_svg_-_abgewickelt.svg">; DEK_b
abgewirtschaftet; <img src="DEK_VS_steno_svg_-_abgewirtschaftet.svg">; DEK_b schaft
abgewogen; <img src="DEK_VS_steno_svg_-_abgewogen.svg">; DEK_b
abgewählt; <img src="DEK_VS_steno_svg_-_abgewählt.svg">; DEK_b
abgezapft; <img src="DEK_VS_steno_svg_-_abgezapft.svg">; DEK_b
abgrenzen; <img src="DEK_VS_steno_svg_-_abgrenzen.svg">; DEK_b gr
Abgrenzung; <img src="DEK_VS_steno_svg_-_Abgrenzung.svg">; DEK_b gr
Abgänger; <img src="DEK_VS_steno_svg_-_Abgänger.svg">; DEK_b
abgöttisch; <img src="DEK_VS_steno_svg_-_abgöttisch.svg">; DEK_b
abhalten; <img src="DEK_VS_steno_svg_-_abhalten.svg">; DEK_b
abhandeln; <img src="DEK_VS_steno_svg_-_abhandeln.svg">; DEK_b
Abhandlung; <img src="DEK_VS_steno_svg_-_Abhandlung.svg">; DEK_b lung
Abhang; <img src="DEK_VS_steno_svg_-_Abhang.svg">; DEK_b
abheben; <img src="DEK_VS_steno_svg_-_abheben.svg">; DEK_b
abheften; <img src="DEK_VS_steno_svg_-_abheften.svg">; DEK_b
abheilen; <img src="DEK_VS_steno_svg_-_abheilen.svg">; DEK_b
abholen; <img src="DEK_VS_steno_svg_-_abholen.svg">; DEK_b
abhängen; <img src="DEK_VS_steno_svg_-_abhängen.svg">; DEK_b
abhängig; <img src="DEK_VS_steno_svg_-_abhängig.svg">; DEK_b
abhören; <img src="DEK_VS_steno_svg_-_abhören.svg">; DEK_b
Abi; <img src="DEK_VS_steno_svg_-_Abi.svg">; DEK_b
Abitur; <img src="DEK_VS_steno_svg_-_Abitur.svg">; DEK_b
Abiturient; <img src="DEK_VS_steno_svg_-_Abiturient.svg">; DEK_b
Abiturientin; <img src="DEK_VS_steno_svg_-_Abiturientin.svg">; DEK_b
Abiturientinnen; <img src="DEK_VS_steno_svg_-_Abiturientinnen.svg">; DEK_b
abjagen; <img src="DEK_VS_steno_svg_-_abjagen.svg">; DEK_b
Abk_Abkürzung; <img src="DEK_VS_steno_svg_-_Abk_Abkürzung.svg">; DEK_b
abkaufen; <img src="DEK_VS_steno_svg_-_abkaufen.svg">; DEK_b auf
Abkehr; <img src="DEK_VS_steno_svg_-_Abkehr.svg">; DEK_b
abkehren; <img src="DEK_VS_steno_svg_-_abkehren.svg">; DEK_b
abklopfen; <img src="DEK_VS_steno_svg_-_abklopfen.svg">; DEK_b
abklären; <img src="DEK_VS_steno_svg_-_abklären.svg">; DEK_b
Abklärung; <img src="DEK_VS_steno_svg_-_Abklärung.svg">; DEK_b rung
abkneifen; <img src="DEK_VS_steno_svg_-_abkneifen.svg">; DEK_b
Abkommen; <img src="DEK_VS_steno_svg_-_Abkommen.svg">; DEK_b
abkömmlich; <img src="DEK_VS_steno_svg_-_abkömmlich.svg">; DEK_b lich
Abkömmling; <img src="DEK_VS_steno_svg_-_Abkömmling.svg">; DEK_b
Abkühlung; <img src="DEK_VS_steno_svg_-_Abkühlung.svg">; DEK_b lung
abkürzen; <img src="DEK_VS_steno_svg_-_abkürzen.svg">; DEK_b
Abkürzung; <img src="DEK_VS_steno_svg_-_Abkürzung.svg">; DEK_b
abladen; <img src="DEK_VS_steno_svg_-_abladen.svg">; DEK_b
Ablage; <img src="DEK_VS_steno_svg_-_Ablage.svg">; DEK_b
Ablage_P; <img src="DEK_VS_steno_svg_-_Ablage_P.svg">; DEK_b
Ablativ; <img src="DEK_VS_steno_svg_-_Ablativ.svg">; DEK_b
Ablauf; <img src="DEK_VS_steno_svg_-_Ablauf.svg">; DEK_b auf
ablaufen; <img src="DEK_VS_steno_svg_-_ablaufen.svg">; DEK_b auf
ablegen; <img src="DEK_VS_steno_svg_-_ablegen.svg">; DEK_b
ablehnen; <img src="DEK_VS_steno_svg_-_ablehnen.svg">; DEK_b
Ablehnung; <img src="DEK_VS_steno_svg_-_Ablehnung.svg">; DEK_b
ablesen; <img src="DEK_VS_steno_svg_-_ablesen.svg">; DEK_b
Abluft; <img src="DEK_VS_steno_svg_-_Abluft.svg">; DEK_b
Abluftgebläse; <img src="DEK_VS_steno_svg_-_Abluftgebläse.svg">; DEK_b
Abluftgerät; <img src="DEK_VS_steno_svg_-_Abluftgerät.svg">; DEK_b
Abluftgerät_v2; <img src="DEK_VS_steno_svg_-_Abluftgerät_v2.svg">; DEK_b
ablösen; <img src="DEK_VS_steno_svg_-_ablösen.svg">; DEK_b
Ablösung; <img src="DEK_VS_steno_svg_-_Ablösung.svg">; DEK_b
abmachen; <img src="DEK_VS_steno_svg_-_abmachen.svg">; DEK_b
Abmachung; <img src="DEK_VS_steno_svg_-_Abmachung.svg">; DEK_b
Abmachungen; <img src="DEK_VS_steno_svg_-_Abmachungen.svg">; DEK_b
abmagern; <img src="DEK_VS_steno_svg_-_abmagern.svg">; DEK_b
abmahnen; <img src="DEK_VS_steno_svg_-_abmahnen.svg">; DEK_b
Abmahnung; <img src="DEK_VS_steno_svg_-_Abmahnung.svg">; DEK_b
Abmarsch; <img src="DEK_VS_steno_svg_-_Abmarsch.svg">; DEK_b
abmelden; <img src="DEK_VS_steno_svg_-_abmelden.svg">; DEK_b
abmessen; <img src="DEK_VS_steno_svg_-_abmessen.svg">; DEK_b
Abmessung; <img src="DEK_VS_steno_svg_-_Abmessung.svg">; DEK_b
Abnahme; <img src="DEK_VS_steno_svg_-_Abnahme.svg">; DEK_b
abnehmbar; <img src="DEK_VS_steno_svg_-_abnehmbar.svg">; DEK_b
abnehmen; <img src="DEK_VS_steno_svg_-_abnehmen.svg">; DEK_b
Abnehmer; <img src="DEK_VS_steno_svg_-_Abnehmer.svg">; DEK_b
Abneigung; <img src="DEK_VS_steno_svg_-_Abneigung.svg">; DEK_b
abnicken; <img src="DEK_VS_steno_svg_-_abnicken.svg">; DEK_b
abnutzen; <img src="DEK_VS_steno_svg_-_abnutzen.svg">; DEK_b
Abnutzung; <img src="DEK_VS_steno_svg_-_Abnutzung.svg">; DEK_b
Abo; <img src="DEK_VS_steno_svg_-_Abo.svg">; DEK_b
Abonnement; <img src="DEK_VS_steno_svg_-_Abonnement.svg">; DEK_b
Abonnement_v2; <img src="DEK_VS_steno_svg_-_Abonnement_v2.svg">; DEK_b
abpacken; <img src="DEK_VS_steno_svg_-_abpacken.svg">; DEK_b
Abraham; <img src="DEK_VS_steno_svg_-_Abraham.svg">; DEK_b br
abrechnen; <img src="DEK_VS_steno_svg_-_abrechnen.svg">; DEK_b br
Abrechnung; <img src="DEK_VS_steno_svg_-_Abrechnung.svg">; DEK_b br
abreiben; <img src="DEK_VS_steno_svg_-_abreiben.svg">; DEK_b br
Abreibung; <img src="DEK_VS_steno_svg_-_Abreibung.svg">; DEK_b br
Abreise; <img src="DEK_VS_steno_svg_-_Abreise.svg">; DEK_b br
abreisen; <img src="DEK_VS_steno_svg_-_abreisen.svg">; DEK_b br
abreißen; <img src="DEK_VS_steno_svg_-_abreißen.svg">; DEK_b br
Abreißkalender; <img src="DEK_VS_steno_svg_-_Abreißkalender.svg">; DEK_b br
Abreißkalender_v2; <img src="DEK_VS_steno_svg_-_Abreißkalender_v2.svg">; DEK_b br
abrichten; <img src="DEK_VS_steno_svg_-_abrichten.svg">; DEK_b br
Abrieb; <img src="DEK_VS_steno_svg_-_Abrieb.svg">; DEK_b br
abrunden; <img src="DEK_VS_steno_svg_-_abrunden.svg">; DEK_b br
Abruzzen; <img src="DEK_VS_steno_svg_-_Abruzzen.svg">; DEK_b br
abräumen; <img src="DEK_VS_steno_svg_-_abräumen.svg">; DEK_b br
abrücken; <img src="DEK_VS_steno_svg_-_abrücken.svg">; DEK_b br
abrüsten; <img src="DEK_VS_steno_svg_-_abrüsten.svg">; DEK_b br
Abrüstung; <img src="DEK_VS_steno_svg_-_Abrüstung.svg">; DEK_b br
Abs._(Absender); <img src="DEK_VS_steno_svg_-_Abs._(Absender).svg">; DEK_b
Abs._(Absender)_v2; <img src="DEK_VS_steno_svg_-_Abs._(Absender)_v2.svg">; DEK_b
abs_absolut; <img src="DEK_VS_steno_svg_-_abs_absolut.svg">; DEK_b
absagen; <img src="DEK_VS_steno_svg_-_absagen.svg">; DEK_b
Absatz; <img src="DEK_VS_steno_svg_-_Absatz.svg">; DEK_b
abschaben; <img src="DEK_VS_steno_svg_-_abschaben.svg">; DEK_b sch
abschaffen; <img src="DEK_VS_steno_svg_-_abschaffen.svg">; DEK_b sch
Abschaffung; <img src="DEK_VS_steno_svg_-_Abschaffung.svg">; DEK_b sch
abscheiden; <img src="DEK_VS_steno_svg_-_abscheiden.svg">; DEK_b sch
Abscheider; <img src="DEK_VS_steno_svg_-_Abscheider.svg">; DEK_b sch
Abscheu; <img src="DEK_VS_steno_svg_-_Abscheu.svg">; DEK_b sch
abscheulich; <img src="DEK_VS_steno_svg_-_abscheulich.svg">; DEK_b lich sch
abschicken; <img src="DEK_VS_steno_svg_-_abschicken.svg">; DEK_b sch
Abschiebung; <img src="DEK_VS_steno_svg_-_Abschiebung.svg">; DEK_b sch
Abschied; <img src="DEK_VS_steno_svg_-_Abschied.svg">; DEK_b sch
Abschiedsbrief; <img src="DEK_VS_steno_svg_-_Abschiedsbrief.svg">; DEK_b br sch
Abschiedsbrief_v2; <img src="DEK_VS_steno_svg_-_Abschiedsbrief_v2.svg">; DEK_b br sch
Abschiedsbrief_v3; <img src="DEK_VS_steno_svg_-_Abschiedsbrief_v3.svg">; DEK_b br sch
Abschiedsfeier; <img src="DEK_VS_steno_svg_-_Abschiedsfeier.svg">; DEK_b sch
Abschiedsgrüße; <img src="DEK_VS_steno_svg_-_Abschiedsgrüße.svg">; DEK_b gr sch
abschirmen; <img src="DEK_VS_steno_svg_-_abschirmen.svg">; DEK_b sch
Abschirmung; <img src="DEK_VS_steno_svg_-_Abschirmung.svg">; DEK_b sch
Abschlag; <img src="DEK_VS_steno_svg_-_Abschlag.svg">; DEK_b schl
abschlagen; <img src="DEK_VS_steno_svg_-_abschlagen.svg">; DEK_b schl
abschleppen; <img src="DEK_VS_steno_svg_-_abschleppen.svg">; DEK_b schl
Abschleppwagen; <img src="DEK_VS_steno_svg_-_Abschleppwagen.svg">; DEK_b schl
Abschluss; <img src="DEK_VS_steno_svg_-_Abschluss.svg">; DEK_b schl
Abschlussfeier; <img src="DEK_VS_steno_svg_-_Abschlussfeier.svg">; DEK_b schl
Abschlussfeier_v2; <img src="DEK_VS_steno_svg_-_Abschlussfeier_v2.svg">; DEK_b schl
Abschlussfeier_v3; <img src="DEK_VS_steno_svg_-_Abschlussfeier_v3.svg">; DEK_b schl
Abschlussrechnung; <img src="DEK_VS_steno_svg_-_Abschlussrechnung.svg">; DEK_b schl
abschneiden; <img src="DEK_VS_steno_svg_-_abschneiden.svg">; DEK_b schn
Abschnitt; <img src="DEK_VS_steno_svg_-_Abschnitt.svg">; DEK_b schn
abschnüren; <img src="DEK_VS_steno_svg_-_abschnüren.svg">; DEK_b schn
Abschnürung; <img src="DEK_VS_steno_svg_-_Abschnürung.svg">; DEK_b schn rung
abschreiben; <img src="DEK_VS_steno_svg_-_abschreiben.svg">; DEK_b schr
Abschrift; <img src="DEK_VS_steno_svg_-_Abschrift.svg">; DEK_b schr
abschweifen; <img src="DEK_VS_steno_svg_-_abschweifen.svg">; DEK_b sch
abschwächen; <img src="DEK_VS_steno_svg_-_abschwächen.svg">; DEK_b sch
abschwören; <img src="DEK_VS_steno_svg_-_abschwören.svg">; DEK_b sch
abschätzen; <img src="DEK_VS_steno_svg_-_abschätzen.svg">; DEK_b sch
abschüssig; <img src="DEK_VS_steno_svg_-_abschüssig.svg">; DEK_b sch
absehen; <img src="DEK_VS_steno_svg_-_absehen.svg">; DEK_b
abseits; <img src="DEK_VS_steno_svg_-_abseits.svg">; DEK_b
Absender; <img src="DEK_VS_steno_svg_-_Absender.svg">; DEK_b
absenken; <img src="DEK_VS_steno_svg_-_absenken.svg">; DEK_b
Absenkung; <img src="DEK_VS_steno_svg_-_Absenkung.svg">; DEK_b
absetzen; <img src="DEK_VS_steno_svg_-_absetzen.svg">; DEK_b
Absetzung; <img src="DEK_VS_steno_svg_-_Absetzung.svg">; DEK_b
absichern; <img src="DEK_VS_steno_svg_-_absichern.svg">; DEK_b sich
Absicht; <img src="DEK_VS_steno_svg_-_Absicht.svg">; DEK_b sich
absichtlich; <img src="DEK_VS_steno_svg_-_absichtlich.svg">; DEK_b lich sich
absolut; <img src="DEK_VS_steno_svg_-_absolut.svg">; DEK_b
absolut_v2; <img src="DEK_VS_steno_svg_-_absolut_v2.svg">; DEK_b
Absolution; <img src="DEK_VS_steno_svg_-_Absolution.svg">; DEK_b ion
Absolution_v2; <img src="DEK_VS_steno_svg_-_Absolution_v2.svg">; DEK_b ion
Absolutismus; <img src="DEK_VS_steno_svg_-_Absolutismus.svg">; DEK_b
Absolutismus_v2; <img src="DEK_VS_steno_svg_-_Absolutismus_v2.svg">; DEK_b
absonderlich; <img src="DEK_VS_steno_svg_-_absonderlich.svg">; DEK_b lich sonder
absondern; <img src="DEK_VS_steno_svg_-_absondern.svg">; DEK_b sonder
absonderte; <img src="DEK_VS_steno_svg_-_absonderte.svg">; DEK_b sonder
Absonderung; <img src="DEK_VS_steno_svg_-_Absonderung.svg">; DEK_b rung sonder
absorbieren; <img src="DEK_VS_steno_svg_-_absorbieren.svg">; DEK_b
absorbieren_v2; <img src="DEK_VS_steno_svg_-_absorbieren_v2.svg">; DEK_b
Absorption; <img src="DEK_VS_steno_svg_-_Absorption.svg">; DEK_b ion
absperren; <img src="DEK_VS_steno_svg_-_absperren.svg">; DEK_b
Absperrseil; <img src="DEK_VS_steno_svg_-_Absperrseil.svg">; DEK_b
Absperrung; <img src="DEK_VS_steno_svg_-_Absperrung.svg">; DEK_b rung
Absprache; <img src="DEK_VS_steno_svg_-_Absprache.svg">; DEK_b spr
absprachegemäß; <img src="DEK_VS_steno_svg_-_absprachegemäß.svg">; DEK_b spr
Absprachen; <img src="DEK_VS_steno_svg_-_Absprachen.svg">; DEK_b spr
absprechen; <img src="DEK_VS_steno_svg_-_absprechen.svg">; DEK_b spr
abspringen; <img src="DEK_VS_steno_svg_-_abspringen.svg">; DEK_b spr
abspulen; <img src="DEK_VS_steno_svg_-_abspulen.svg">; DEK_b
Abstand; <img src="DEK_VS_steno_svg_-_Abstand.svg">; DEK_b st
abstecken; <img src="DEK_VS_steno_svg_-_abstecken.svg">; DEK_b st
abstehend; <img src="DEK_VS_steno_svg_-_abstehend.svg">; DEK_b st
absteigen; <img src="DEK_VS_steno_svg_-_absteigen.svg">; DEK_b st
abstimmen; <img src="DEK_VS_steno_svg_-_abstimmen.svg">; DEK_b st
